ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
355787561,Photo,Kea,Nestor notabilis,,Yech Schein,2012-07-19,2012,7,19,1100,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Treble Cone,-44.6336415,168.8960635,"",,Unspecified,"","",,,,,,,S92061726,"",,,,,Nestor notabilis,kea1,Species,11517,,1.00,1,,2592,3456
355787541,Photo,Kea,Nestor notabilis,,Yech Schein,2012-07-19,2012,7,19,1100,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Treble Cone,-44.6336415,168.8960635,"",,Unspecified,"","",,,,,,,S92061726,"",,,,,Nestor notabilis,kea1,Species,11517,,1.00,1,,2592,3456
353199041,Photo,Kea,Nestor notabilis,,Eric van Poppel,2001-10-04,2001,10,4,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier Village,-43.4613465,170.0165176,"",,Unspecified,"","",,,,,,,S91471636,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1062,1416
353199011,Photo,Kea,Nestor notabilis,,Eric van Poppel,2001-10-04,2001,10,4,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier Village,-43.4613465,170.0165176,"",,Unspecified,"","",,,,,,,S91471636,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,768,1024
353199001,Photo,Kea,Nestor notabilis,,Eric van Poppel,2001-10-04,2001,10,4,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier Village,-43.4613465,170.0165176,"",,Unspecified,"","",,,,,,,S91471636,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,768,1024
352073411,Photo,Kea,Nestor notabilis,,Donavin de Jager,2021-06-30,2021,6,30,1327,New Zealand,NZ-STL-073,Southland,Southland District,"Milford Sound Highway, Southland, NZ (-44,761, 167,972)",-44.7614384,167.9724446,"",,Unspecified,"","",,,,,,,S91006307,"",,,,,Nestor notabilis,kea1,Species,11517,,3.50,2,,2925,3818
352073401,Photo,Kea,Nestor notabilis,,Donavin de Jager,2021-06-30,2021,6,30,1327,New Zealand,NZ-STL-073,Southland,Southland District,"Milford Sound Highway, Southland, NZ (-44,761, 167,972)",-44.7614384,167.9724446,"",,Unspecified,"","",,,,,,,S91006307,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2807,3779
351064491,Photo,Kea,Nestor notabilis,,Donavin de Jager,2021-06-29,2021,6,29,1521,New Zealand,NZ-STL-073,Southland,Southland District,"1929 State Highway 94, Southland, NZ (-44,77, 168,003)",-44.7696902,168.0026325,"",,Unspecified,"","",,,,,,,S90960807,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1960,4032
351064481,Photo,Kea,Nestor notabilis,,Donavin de Jager,2021-06-29,2021,6,29,1521,New Zealand,NZ-STL-073,Southland,Southland District,"1929 State Highway 94, Southland, NZ (-44,77, 168,003)",-44.7696902,168.0026325,"",,Unspecified,"","",,,,,,,S90960807,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1960,4032
350847061,Photo,Kea,Nestor notabilis,,Dan Burgin,2020-08-19,2020,8,19,1447,New Zealand,NZ-STL-073,Southland,Southland District,NZ-Southland-Fiordland National Park-Milford Sound-Milford Lodge,-44.6775370,167.9380600,Unknown – 1,,Unspecified,"","",,,,,,,S72565566,"",,,,,Nestor notabilis,kea1,Species,11606,,3.25,4,,4480,6720
350201211,Photo,Kea,Nestor notabilis,,Delia Unson,2010-11-05,2010,11,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Road from Te Anau to Milford Sound,-45.0479663,168.0096889,"",,Unspecified,"","",,,,,,,S90756609,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,2,,2030,2223
350201201,Photo,Kea,Nestor notabilis,,Delia Unson,2010-11-05,2010,11,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Road from Te Anau to Milford Sound,-45.0479663,168.0096889,"",,Unspecified,"","",,,,,,,S90756609,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,1996,2225
350201041,Photo,Kea,Nestor notabilis,,Delia Unson,2010-11-05,2010,11,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Road from Te Anau to Milford Sound,-45.0479663,168.0096889,"",,Unspecified,"","",,,,,,,S90756609,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2018,1475
350075771,Photo,Kea,Nestor notabilis,,Chuck Heikkinen,2010-11-05,2010,11,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Road from Te Anau to Milford Sound,-45.0479663,168.0096889,"",,Unspecified,"","",,,,,,,S7262308,"",,,,,Nestor notabilis,kea1,Species,11517,,4.33,3,,2016,1548
350075541,Photo,Kea,Nestor notabilis,,Chuck Heikkinen,2010-11-05,2010,11,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Road from Te Anau to Milford Sound,-45.0479663,168.0096889,"",,Unspecified,"","",,,,,,,S7262308,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2336,3504
350075511,Photo,Kea,Nestor notabilis,,Chuck Heikkinen,2010-11-05,2010,11,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Road from Te Anau to Milford Sound,-45.0479663,168.0096889,"",,Unspecified,"","",,,,,,,S7262308,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2127,2266
350075501,Photo,Kea,Nestor notabilis,,Chuck Heikkinen,2010-11-05,2010,11,5,0,New Zealand,NZ-STL-073,Southland,Southland District,Road from Te Anau to Milford Sound,-45.0479663,168.0096889,"",,Unspecified,"","",,,,,,,S7262308,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2336,1915
349937981,Photo,Kea,Nestor notabilis,,Felipe Penedo,2015-03-18,2015,3,18,1700,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S90679337,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,861,1300
346461861,Photo,Kea,Nestor notabilis,,Jeremy Lindsell,2007-11-16,2007,11,16,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S60083821,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,3,,2112,2816
342707271,Photo,Kea,Nestor notabilis,,Rodney Macready,1998-12-20,1998,12,20,1300,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S89060190,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,1140,1750
342707241,Photo,Kea,Nestor notabilis,,Rodney Macready,1998-12-20,1998,12,20,1300,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S89060190,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,2,,1140,1750
342707231,Photo,Kea,Nestor notabilis,,Rodney Macready,1998-12-20,1998,12,20,1300,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S89060190,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,1140,1750
341068271,Photo,Kea,Nestor notabilis,,Pauline and Ray Priest,2020-12-09,2020,12,9,1210,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S77325821,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3456,5184
341068251,Photo,Kea,Nestor notabilis,,Pauline and Ray Priest,2020-12-09,2020,12,9,1210,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S77325821,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,1882,2822
341068241,Photo,Kea,Nestor notabilis,,Pauline and Ray Priest,2020-12-09,2020,12,9,1210,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S77325821,"",,,,,Nestor notabilis,kea1,Species,,,4.00,2,,1914,2871
341068151,Photo,Kea,Nestor notabilis,,Pauline and Ray Priest,2020-12-10,2020,12,10,1054,New Zealand,NZ-STL-073,Southland,Southland District,Upper Gertrude Valley,-44.7558722,168.0165974,"",,Unspecified,"","",,,,,,,S77325603,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,3946,2631
341068011,Photo,Kea,Nestor notabilis,,Pauline and Ray Priest,2020-12-09,2020,12,9,1230,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Homer Tunnel W Entrance,-44.7626487,167.9729896,"",,Unspecified,"","",,,,,,,S77325807,"",,,,2 seen prior to entering Homer tunnel and 5 on exiting.,Nestor notabilis,kea1,Species,11517,,.00,0,,944,1415
340493321,Photo,Kea,Nestor notabilis,,Randall Siebert,2002-11-13,2002,11,13,1400,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound--by boat,-44.6361155,167.8930011,Unknown – 1,Foraging or Eating,Unspecified,"","",,,,,,,S88594192,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,"",768,1024
340493301,Photo,Kea,Nestor notabilis,,Randall Siebert,2002-11-13,2002,11,13,1400,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound--by boat,-44.6361155,167.8930011,Adult – 1,,Unspecified,"","",,,,,,,S88594192,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,768,1024
340493291,Photo,Kea,Nestor notabilis,,Randall Siebert,2002-11-13,2002,11,13,1400,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound--by boat,-44.6361155,167.8930011,Adult Male – 1,,Unspecified,"","",,,,,,,S88594192,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,768,1024
340111381,Photo,Kea,Nestor notabilis,,Charlie Barber,2009-02-17,2009,2,17,1000,New Zealand,NZ-STL-073,Southland,Southland District,Lake Manapouri,-45.5693592,167.6108122,"",,Unspecified,"","",,,,,,,S88509579,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2112,2816
340110191,Photo,Kea,Nestor notabilis,,Charlie Barber,2009-02-12,2009,2,12,1100,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.3818838,170.1820198,"",,Unspecified,"","",,,,,,,S88509382,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2112,2816
340110181,Photo,Kea,Nestor notabilis,,Charlie Barber,2009-02-12,2009,2,12,1100,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.3818838,170.1820198,"",,Unspecified,"","",,,,,,,S88509382,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2112,2816
338849381,Photo,Kea,Nestor notabilis,,Dan Burgin,2021-02-20,2021,2,20,1408,New Zealand,NZ-TAS-051,Tasman,Tasman District,NZ-Tasman-Kahurangi National Park-Mount Arthur Tablelands Track-Mount Arthur Hut,-41.1976390,172.7156830,"",,Unspecified,"","",,,,,,,S81976694,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,4017,6026
338849371,Photo,Kea,Nestor notabilis,,Dan Burgin,2021-02-20,2021,2,20,1408,New Zealand,NZ-TAS-051,Tasman,Tasman District,NZ-Tasman-Kahurangi National Park-Mount Arthur Tablelands Track-Mount Arthur Hut,-41.1976390,172.7156830,"",,Unspecified,"","",,,,,,,S81976694,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,4311,6466
338849291,Photo,Kea,Nestor notabilis,,Dan Burgin,2021-02-20,2021,2,20,1408,New Zealand,NZ-TAS-051,Tasman,Tasman District,NZ-Tasman-Kahurangi National Park-Mount Arthur Tablelands Track-Mount Arthur Hut,-41.1976390,172.7156830,"",,Unspecified,"","",,,,,,,S81976694,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,4017,6026
338849241,Photo,Kea,Nestor notabilis,,Dan Burgin,2021-02-20,2021,2,20,1408,New Zealand,NZ-TAS-051,Tasman,Tasman District,NZ-Tasman-Kahurangi National Park-Mount Arthur Tablelands Track-Mount Arthur Hut,-41.1976390,172.7156830,"",,Unspecified,"","",,,,,,,S81976694,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,4311,6466
334465631,Photo,Kea,Nestor notabilis,,David Barton,2011-01-04,2011,1,4,0,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Mt. Aspiring NP--Rob Roy Glacier Track,-44.4749510,168.7719727,"",,Unspecified,"","",,,,,,,S14136296,"",,,,With bag of gummi bears at Roy Roy Glacier Track,Nestor notabilis,kea1,Species,11517,,3.00,2,,3168,4752
327018421,Photo,Kea,Nestor notabilis,,Christian Cosgrove,2021-02-22,2021,2,22,1746,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9388682,171.5660077,"",,Unspecified,"","",,,,,,,S82132741,"",,,,,Nestor notabilis,kea1,Species,11606,,4.50,2,,3648,2736
326789341,Photo,Kea,Nestor notabilis,,Andreas Skiljan,2007-01-06,2007,1,6,1125,New Zealand,NZ-STL-073,Southland,Southland District,"Milford Road, NZ",-44.7645332,167.9961754,"",,Unspecified,"","",,,,,,,S47855473,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,864,1536
323120641,Photo,Kea,Nestor notabilis,,Anonymous,2018-04-10,2018,4,10,1321,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S84827310,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,4000,6000
323120541,Photo,Kea,Nestor notabilis,,Anonymous,2018-04-10,2018,4,10,1321,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S84827310,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,4000,6000
317862541,Photo,Kea,Nestor notabilis,,James Madter,2018-03-19,2018,3,19,1230,New Zealand,NZ-STL-073,Southland,Southland District,"Te Wahipounamu, Te Anau NZ-Southland (-45.4033,167.7483)",-45.4033440,167.7482810,"",,Unspecified,"","",,,,,,,S83650745,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,709,709
316329151,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,5.00,1,,2032,2709
316328791,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,3.00,1,,2433,3244
316328601,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,4.33,3,,2790,3720
316328591,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,3.00,1,,2094,2792
316328541,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,2.00,1,,1759,2345
316328531,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,5.00,2,,2345,1759
316328481,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,5.00,1,,2258,3010
316328471,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,5.00,2,,2276,1707
316328421,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,3.00,1,,1790,2387
316328401,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,3.00,1,,2245,2993
316328171,Photo,Kea,Nestor notabilis,,T I,2020-02-18,2020,2,18,1840,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S64721007,"",,,,Perched on roof of Arthur’s Pass cafe,Nestor notabilis,kea1,Species,11517,,4.00,1,,1630,2173
316118741,Photo,Kea,Nestor notabilis,,Chris Chafer,2012-10-03,2012,10,3,0,New Zealand,NZ-CAN-063,Canterbury,Ashburton District,Mount Hutt Ski Centre,-43.4964564,171.5402269,"",,Unspecified,"","",,,,,,,S71220042,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1952,2928
316118731,Photo,Kea,Nestor notabilis,,Chris Chafer,2012-10-03,2012,10,3,0,New Zealand,NZ-CAN-063,Canterbury,Ashburton District,Mount Hutt Ski Centre,-43.4964564,171.5402269,"",,Unspecified,"","",,,,,,,S71220042,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1840,2760
316118701,Photo,Kea,Nestor notabilis,,Chris Chafer,2012-10-03,2012,10,3,0,New Zealand,NZ-CAN-063,Canterbury,Ashburton District,Mount Hutt Ski Centre,-43.4964564,171.5402269,"",,Unspecified,"","",,,,,,,S71220042,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1512,2268
316118641,Photo,Kea,Nestor notabilis,,Chris Chafer,2012-10-03,2012,10,3,0,New Zealand,NZ-CAN-063,Canterbury,Ashburton District,Mount Hutt Ski Centre,-43.4964564,171.5402269,"",,Unspecified,"","",,,,,,,S71220042,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1667,2500
313687731,Photo,Kea,Nestor notabilis,,Shelley Trotter,2021-02-26,2021,2,26,1248,New Zealand,NZ-STL-073,Southland,Southland District,"Auto selected -46.15222, 167.33630",-46.1522190,167.3362960,"",,Unspecified,"","",,,,,,,S82635348,"",,,,Lots of photos. Adult male?,Nestor notabilis,kea1,Species,11517,,.00,0,,3024,4032
313685771,Photo,Kea,Nestor notabilis,,Shelley Trotter,2021-02-26,2021,2,26,1248,New Zealand,NZ-STL-073,Southland,Southland District,"Auto selected -46.15222, 167.33630",-46.1522190,167.3362960,"",,Unspecified,"","",,,,,,,S82635348,"",,,,Lots of photos. Adult male?,Nestor notabilis,kea1,Species,11517,,.00,0,,3504,4672
312922691,Photo,Kea,Nestor notabilis,,Anonymous,2016-11-26,2016,11,26,1100,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Ben Lomond Scenic Reserve--Tiki Trail,-45.0282282,168.6454234,"",,Unspecified,"","",,,,,,,S82621725,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2160,3600
311651041,Photo,Kea,Nestor notabilis,,Francesco Veronesi,2017-12-02,2017,12,2,1200,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Divide,-44.8251850,168.1167450,"",,Unspecified,"","",,,,,,,S82369138,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,667,1000
311650991,Photo,Kea,Nestor notabilis,,Francesco Veronesi,2017-12-02,2017,12,2,1200,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Divide,-44.8251850,168.1167450,"",,Unspecified,"","",,,,,,,S82369138,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,667,1000
311360271,Photo,Kea,Nestor notabilis,,Francesco Veronesi,2017-11-29,2017,11,29,700,New Zealand,NZ-WTC-057,West Coast,Westland District,Okarito Lagoon (General),-43.1948771,170.2032681,"",,Unspecified,"","",,,,,,,S82315765,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,667,1000
310766531,Photo,Kea,Nestor notabilis,,Marisa Edwards,2016-01-03,2016,1,3,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Kea Point,-43.7101993,170.0835514,"",,Unspecified,"","",,,,,,,S80703105,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2448,3264
310534531,Photo,Kea,Nestor notabilis,,Josh Brown,2021-01-15,2021,1,15,1800,New Zealand,NZ-WTC-057,West Coast,Westland District,Otira Viaduct Lookout,-42.8881653,171.5561056,"",,Unspecified,"","",,,,,,,S79351255,"",,,,"Two juvenile kea seen, both unbanded. Likely chicks from the 2020 breeding season.",Nestor notabilis,kea1,Species,11517,,4.00,2,,3024,4032
310006641,Photo,Kea,Nestor notabilis,,I-Ju Chen,2019-12-21,2019,12,21,1622,New Zealand,NZ-WTC-057,West Coast,Westland District,Westland Tai Poutini NP--Franz Joseph Glacier Walk,-43.4358753,170.1706696,"",,Unspecified,"","",,,,,,,S82062759,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2807,4988
309285991,Photo,Kea,Nestor notabilis,,Dean LaTray,2007-12-26,2007,12,26,700,New Zealand,NZ-STL-073,Southland,Southland District,Dusky Track,-45.6783607,167.0772243,"",,Unspecified,"","",,,,,,,S39986262,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,2484,1987
309285981,Photo,Kea,Nestor notabilis,,Dean LaTray,2007-12-26,2007,12,26,700,New Zealand,NZ-STL-073,Southland,Southland District,Dusky Track,-45.6783607,167.0772243,"",,Unspecified,"","",,,,,,,S39986262,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,2487,1989
307971981,Photo,Kea,Nestor notabilis,,Rainer Seifert,2005-12-05,2005,12,5,1230,New Zealand,NZ-WTC-057,West Coast,Westland District,"Knight's Point Lookout",-43.7151315,169.2254162,"",,Unspecified,"","",,,,,,,S81575313,"",,,,Foto,Nestor notabilis,kea1,Species,11517,,.00,0,,3439,5322
307971941,Photo,Kea,Nestor notabilis,,Rainer Seifert,2005-12-05,2005,12,5,1230,New Zealand,NZ-WTC-057,West Coast,Westland District,"Knight's Point Lookout",-43.7151315,169.2254162,"",,Unspecified,"","",,,,,,,S81575313,"",,,,Foto,Nestor notabilis,kea1,Species,11517,,.00,0,,3365,4961
305795771,Photo,Kea,Nestor notabilis,,Marisa Edwards,2016-01-03,2016,1,3,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Kea Point,-43.7101993,170.0835514,"",,Unspecified,"","",,,,,,,S80703105,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1024,682
303738141,Photo,Kea,Nestor notabilis,,Steve Ogle,2006-10-22,2006,10,22,0,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Mount Aspiring NP--Rob Roy Track,-44.5063663,168.7222323,"",,Unspecified,"","",,,,,,,S80334947,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1000,669
302921671,Photo,Kea,Nestor notabilis,,Judith Gillespie,2019-03-11,2019,3,11,1200,New Zealand,NZ-STL-073,Southland,Southland District,"NZ-Southland-Fiordland National Park (-44.7650,167.9893)",-44.7649510,167.9893220,"",,Unspecified,"","",,,,,,,S53694047,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2452,3184
302819611,Photo,Kea,Nestor notabilis,,Oscar Thomas,2020-08-24,2020,8,24,1500,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Aoraki/Mt. Cook NP -- Hooker Glacier Track,-43.6902184,170.0978851,"",Flying,Unspecified,"","",,,,,,,S72761712,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,"",1211,2152
302508641,Photo,Kea,Nestor notabilis,,Bill de Belin,2018-03-10,2018,3,10,830,New Zealand,NZ-STL-073,Southland,Southland District,Mirror Lakes to Milford Sound,-44.8970648,168.0821892,"",,Unspecified,"","",,,,,,,S80100729,"",,,,At Monkey Creek.,Nestor notabilis,kea1,Species,11517,,3.00,1,,2572,3641
302508601,Photo,Kea,Nestor notabilis,,Bill de Belin,2018-03-10,2018,3,10,830,New Zealand,NZ-STL-073,Southland,Southland District,Mirror Lakes to Milford Sound,-44.8970648,168.0821892,"",,Unspecified,"","",,,,,,,S80100729,"",,,,At Monkey Creek.,Nestor notabilis,kea1,Species,11517,,.00,0,,1998,3424
301544281,Photo,Kea,Nestor notabilis,,Patrick Maurice,2019-02-04,2019,2,4,1412,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Deep Cove Hostel,-45.4635520,167.1539660,"",,Unspecified,"","",,,,,,,S58261791,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,1303,1954
298313561,Photo,Kea,Nestor notabilis,,Michael Szabo,2021-01-05,2021,1,5,1400,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass cafe, Arthur's Pass village, Canterbury, NZ",-42.9393025,171.5613842,"",,Unspecified,"","",,,,,,,S79348386,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,4192,2794
298137521,Photo,Kea,Nestor notabilis,,Michael Szabo,2021-01-04,2021,1,4,545,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Kea Point,-43.7101993,170.0835514,"",,Unspecified,"","",,,,,,,S79303805,"",,,,Flock of 12 seen flying over the nearby ridge. Some of them landed on the ridge and were seen to jump around in play with each other.,Nestor notabilis,kea1,Species,11517,,5.00,1,,3159,4737
